MAXI-CASH FIN SVCS CORP LTD;5UF 
MDR LIMITED;A27 
MEDTECS INTERNATIONAL CORP LTD;546 
MEGACHEM LIMITED;5DS 
MEGHMANI ORGANICS LIMITED;M30 
MEMSTAR TECHNOLOGY LTD.;5MS 
MEMTECH INTERNATIONAL LTD;BOL 
MENCAST HOLDINGS LTD.;5NF 
MERCATOR LINES (SINGAPORE) LTD;EE6 
MERCURIUS CAP INVESTMENT LTD;5RF 
MERMAID MARITIME PUBLIC CO LTD;DU4 
METAL COMPONENT ENGG LTD;5DX 
METAL COMPONENT ENGG W170908;5UQW
METECH INTERNATIONAL LIMITED;QG1 
METECH INTERNATIONAL W171005;42MW
METRO HOLDINGS LIMITED;M01 
MEWAH INTERNATIONAL INC.;MV4 
MFG INTEGRATION TECHNOLOGY LTD;M11 
MICRO-MECHANICS (HOLDINGS) LTD;5DD 
MIDAS HLDGS LIMITED;5EN 
MIRACH ENERGY LIMITED;AWO 
MIYOSHI LIMITED;M03 
MIZUHO FINANCIAL ADR 10;N6DD
MM2 ASIA LTD.;1B0 
MMP RESOURCES LIMITED;F3V 
MONEYMAX FINANCIAL SERVICESLTD;5WJ 
MOYA HOLDINGS ASIA LIMITED;5WE 
MS HOLDINGS LIMITED;40U 
MSM INTERNATIONAL LIMITED;5QR 
MTQ CORPORATION LIMITED;M05 
MUFJ FINANCIAL ADR 10;N5YD
MULTI-CHEM LIMITED;AWZ 
MUN SIONG ENGINEERING LIMITED;MF6 
MUN SIONG ENGINEERING W170908;UE3W
MURATA MFG CO. LTD 100;M20 
MYP LTD.;F86 
N215100F 171001;AFWS
N513100T 180401;R1LS
N514100H 191001;T8GS
N515100S 200701;AFVS
N516100Z 211001;BJJS
N517100F 220401;BZKS
NA12100N 420401;PH1S
NA16100H 460301;BJGS
NAM CHEONG LIMITED;N4E 
NAM LEE PRESSED METAL INDS LTD;G0I 
NATURAL COOL HOLDINGS LIMITED;5IF 
NAUTICAWT LIMITED;42D 
NEO GROUP LIMITED;5UJ 
NERATELECOMMUNICATIONS LTD;N01 
NET PACIFIC FIN HLDGS LTD;5QY 
NETEASE ADR 10;K3MD
NEW SILKROUTES GROUP LIMITED;BMT 
NEW SILKROUTES GROUP W190329;BRHW
NEW TOYO INT HLDGS LTD;N08 
NEW WAVE HOLDINGS LTD.;5FX 
NEXT-GEN SATELLITE COMM LTD;B07 
NICO STEEL HOLDINGS LIMITED;5GF 
NIKKEI225 14000 MB EPW170609;CCOW
NIKKEI225 15000 MB ECW170609;CCIW
NIKKEI225 16000 MB ECW170908;CFXW
NIKKEI225 16000 MB EPW170609;CCNW
NIKKEI225 17000 MB ECW170609;CCJW
NIKKEI225 17000 MB EPW170908;CGBW
NIKKEI225 18000 MB ECW170908;CFYW
NIKKEI225 18000 MB EPW170609;CCMW
NIKKEI225 19000 MB ECW170609;CCLW
NIKKEI225 19000 MB EPW170908;CGDW
NIKKEI225 20000 MB ECW170908;CFZW
NIKKEI225 20000 MB EPW170609;CCPW
NIKKEI225 21000 MB ECW170609;CCKW
NIKKEI225 21000 MB EPW170908;CGCW
NIKKEI225 22000 MB ECW170908;CGAW
NIKKO AM SINGAPORE STI ETF;G3B 
NIKKOAM-STC ASIA_XJ REIT ETF;CFA 
NIPPECRAFT LIMITED;N32 
NOBEL DESIGN HOLDINGS LTD;547 
NOBLE GROUP LIMITED;CGP 
NOEL GIFTS INTERNATIONAL LTD;543 
NOMURA HOLDINGS, INC;N33 
NORDIC GROUP LIMITED;MR7 
NSL LTD.;N02 
NTEGRATOR INTERNATIONAL LTD;5HC 
NTEGRATOR INTL LTD W181123;42VW
NTT DOCOMO ADR 10;N6ED
NUTRYFARM INTERNATIONAL LTD;AZT 
NX09100W 190601;3UIS
NX11100X 210601;OM0S
NX13100H 230701;R1MS
NX15100Z 250601;AFUS
NX16100F 260601;BJHS
NY03100A 180901;OM5S
NY05100N 200901;6SUS
NY07100X 220901;7PMS
NY09100H 240901;3UJS
NY14100E 290701;T8FS
NZ07100S 270301;7QQS
NZ10100F 300901;OL9S
NZ13100V 330901;R1NS
NZ16100X 360801;BJIS
OCBC BK MB ECW171002;CBHW
OCBC BK MB ECW171113;CGMW
OCBC BK MB EPW171002;CBIW
OCBC BK MB EPW171113;CGWW
OCBCCAPCORP(2008) 5.1%NCPS 100;GG0 
OCEAN SKY INTERNATIONAL LTD;1B6 
OCEANUS GROUP LIMITED;579 
OEL (HOLDINGS) LIMITED;584 
OKH GLOBAL LTD.;S3N 
OKP HOLDINGS LIMITED;5CF 
OLAM INTERNATIONAL LIMITED;O32 
OLAM INTERNATIONAL W180129;R9IW
OLD CHANG KEE LTD.;5ML 
OLS ENTERPRISE LTD.;ADJ 
OLS ENTERPRISE LTD. W170825;UC9W
ONESTOXXASEAN FUND;CFN 
ORIENTAL GROUP LTD.;5FI 
OSSIA INTERNATIONAL LTD;O08 
OUE COMMERCIAL REIT;TS0U
OUE HOSPITALITY TRUST;SK7 
OUE LIMITED;LJ3 
OUHUA ENERGY HOLDINGS LIMITED;AJ2 
OVERSEA-CHINESE BANKING CORP;O39 
OVERSEAS EDUCATION LIMITED;RQ1 
OXLEY HOLDINGS LIMITED;5UX 
OXLEY MTN S$150M 5.15%B200518;BTNZ
OXLEY MTN S$300M 5% B191105;BJFZ
P99 HOLDINGS LIMITED;5UV 
PACC OFFSHORE SVCS HLDG LTD.;U6C 
PACIFIC ANDES RESOURCES DEVLTD;P11 
PACIFIC CENTURY REGIONAL DEVTS;P15 
PACIFIC RADIANCE LTD.;T8V 
PACIFIC STAR DEVELOPMENT LTD;1C5 
PAN ASIAN HOLDINGS LIMITED;5EW 
PAN HONG HOLDINGS GROUP LTD;P36 
PAN OCEAN CO., LTD.;AZY 
PAN-UNITED CORPORATION LTD;P52 
PARKSON RETAIL ASIA LIMITED;O9E 
PARKWAYLIFE REIT;C2PU
PAVILLON HOLDINGS LTD.;596 
PCI LIMITED;P19 
PEC LTD.;IX2 
PENGUIN INTERNATIONAL LIMITED;BTM 
PERENNIAL REAL ESTATE HLDGSLTD;40S 
PERENNIAL S$280M4.55%N200429;BSKZ
PERENNIAL S$300M4.65%N181023;BIOZ
PETROCHINA ADR 10;K3OD
PHARMESIS INTERNATIONAL LTD.;BFK 
PHILLIP SGX APAC DIV REIT ETF;BYI 
PHILLIP SGX APACDIV REIT ETFS$;BYJ 
PJSC GAZPROM GDR;AAI 
PLASTOFORM HOLDINGS LIMITED;AYD 
PLATO CAPITAL LIMITED;5PI 
PNE INDUSTRIES LTD;BDA 
POH TIONG CHOON LOGISTICS LTD;P01 
POLARIS LTD.;5BI 
POLLUX PROPERTIES LTD.;5AE 
POWERMATIC DATA SYSTEMS LTD;BCY 
PROCURRI CORPORATION LIMITED;BVQ 
PROGEN HOLDINGS LTD;583 
PRUDENTIAL PLC;K6S 
PS GROUP HOLDINGS LTD.;5WD 
PSL HOLDINGS LTD;BLL 
PT BERLIAN LAJU TANKER TBK;B66 
Q & M DENTAL GROUP (S) LIMITED;QC7 
QAF LTD;Q01 
QIAN HU CORPORATION LIMITED;BCV 
QINGMEI GROUP HOLDINGS LIMITED;KT9 
QT VASCULAR LTD.;5I0 
RAFFLES EDUCATION CORP LTD;NR7 
RAFFLES MEDICAL GROUP LTD;BSL 
RAFFLES UNITED HOLDINGS LTD.;K22 
RAMBA ENERGY LIMITED;R14 
RAMBA ENERGY LIMITED W190918;BXLW
REGAL INTERNATIONAL GROUP LTD.;UV1 
RENEWABLE ENERGY ASIA GRP LTD;5DW 
RESOURCES PRIMA GROUP LIMITED;5MM 
REX INTERNATIONAL HOLDING LTD;5WH 
RH PETROGAS LIMITED;T13 
RHT HEALTH TRUST;RF1U
RICKMERS MARITIME;B1ZU
RIVERSTONE HOLDINGS LIMITED;AP4 
ROTARY ENGINEERING LIMITED;R07 
ROWSLEY LTD.;A50 
ROXY-PACIFIC HOLDINGS LIMITED;E8Z 
ROYAL DUTCH SHELL A ADR 10;PU7D
RYOBI KISO HOLDINGS LTD.;BDN 
S I2I LIMITED;BAI 
S&P500 2000 MB EPW170915;CDGW
S&P500 2100 MB EPW170616;CDHW
S&P500 2200 MB EPW170616;CDIW
S&P500 2200 MB EPW170915;CFBW
S&P500 2250 MB ECW170616;CDFW
S&P500 2350 MB ECW170616;CDEW
S&P500 2500 MB ECW170915;CDDW
S&P500 2550 MB ECW170616;CFCW
SABANA SHARI'AH COMPLIANT REIT;M1GU
SAIZEN REAL ESTATE INV TRUST;T8JU
SAKAE HOLDINGS LTD.;5DO 
SAMKO TIMBER LIMITED;E6R 
SAMUDERA SHIPPING LINE LTD;S56 
SAMURAI 2K AEROSOL LIMITED;1C3 
SAN TEH LIMITED;S46 
SANTAK HOLDINGS LIMITED;580 
SAPPHIRE CORPORATION LIMITED;BRD 
SARINE TECHNOLOGIES LTD;U77 
SATS LTD.;S58 
SBI OFFSHORE LIMITED;5PL 
SBS TRANSIT LTD;S61 
SECOND CHANCE PROP W170724;Q3JW
SECOND CHANCE PROP W200123;CDWW
SECOND CHANCE PROPERTIES LTD;528 
SECURA GROUP LIMITED;43B 
SECURA GROUP W190125;43CW
SEMBCORP INDUSTRIES LTD;U96 
SEMBCORP MARINE LTD;S51 
SEN YUE HOLDINGS LIMITED;5BS 
SERIAL SYSTEM LTD;S69 
SEROJA INVESTMENTS LIMITED;IW5 
SERRANO LIMITED;40R 
SHANGHAI TURBO ENTERPRISES LTD;AWM 
SHANGRI-LA ASIA LIMITED;S07 
SHC CAPITAL ASIA LIMITED;5UE 
SHENG SIONG GROUP LTD;OV8 
SHINVEST HOLDING LTD.;BJW 
SHS HOLDINGS LTD.;566 
SHS HOLDINGS W191216;AJHW
SIA ENGINEERING CO LTD;S59 
SIIC ENVIRONMENT HOLDINGS LTD.;BHK 
SILVERLAKE AXIS LTD;5CP 
SIN GHEE HUAT CORPORATION LTD.;B7K 
SIN HENG HEAVY MACHINERY LTD;BKA 
SINARMAS LAND LIMITED;A26 
SINCAP GROUP LIMITED;5UN 
SING HOLDINGS LIMITED;5IC 
SING INVESTMENTS & FINANCE LTD;S35 
SINGAPORE AIRLINES LTD;C6L 
SINGAPORE EDEVELOPMENT LTD;40V 
SINGAPORE EXCHANGE LIMITED;S68 
SINGAPORE EXCHANGEMBECW170904;CELW
SINGAPORE INDEX FUND;S45U
SINGAPORE KITCHEN EQUIPMENTLTD;5WG 
SINGAPORE MEDICAL GROUP LTD;5OT 
SINGAPORE MYANMAR INVESTCO LTD;Y45 
SINGAPORE O&G LTD.;1D8 
SINGAPORE POST LIMITED;S08 
SINGAPORE PRESS HLDGS LTD;T39 
SINGAPORE REINSURANCE COR LTD;S49 
SINGAPORE SHIPPING CORP LTD;S19 
SINGAPORE TECH ENGINEERING LTD;S63 
SINGAPURA FINANCE LTD;S23 
SINGHAIYI GROUP LTD.;5H0 
SINGTEL;Z74 
SINGTEL 10;Z77 
SINGTEL MB ECW170602;BXNW
SINGTEL MB ECW171002;CBAW
SINGTEL MB EPW170601;BWZW
SINGTEL MB EPW171002;CBBW
SINJIA LAND LIMITED;5HH 
SINO GRANDNESS FOOD IND GP LTD;T4B 
SINO TECHFIBRE LIMITED;AD8 
SINOCLOUD GROUP LIMITED;5EK 
SINOPEC PETROCHEMICAL ADR 10;K3DD
SINOPIPE HOLDINGS LIMITED;X06 
SINOSTAR PEC HOLDINGS LIMITED;C9Q 
SINWA LIMITED;5CN 
SITRA HOLDINGS (INTL) LIMITED;5LE 
SMARTFLEX HOLDINGS LTD;5RE 
SMJ INTERNATIONAL HOLDINGSLTD.;40B 
SOILBUILD BUSINESS SPACE REIT;SV3U
SOILBUILD CONSTRUCTION GRP LTD;S7P 
SOILBUILD CONSTRUCTION W210715;BUPW
SOO KEE GROUP LTD.;42G 
SOON LIAN HOLDINGS LIMITED;5MD 
SOUP RESTAURANT GROUP LIMITED;5KI 
SOUTHERN PACKAGING GROUP LTD;BQP 
SP CORPORATION LIMITED;AWE 
SPACKMAN ENTERTAINMENT GRP LTD;40E 
SPDR DJIA ETF TRUST;D07 
SPDR GOLD SHARES;O87 
SPDR S&P 500 ETF TRUST;S27 
SPH REIT;SK6U
SPINDEX INDUSTRIES LIMITED;564 
SRI TRANG AGRO-INDUSTRY PCL;NC2 
STAMFORD LAND CORPORATION LTD;H07 
STAMFORD TYRES CORPORATIONLTD;S29 
STAR PHARMACEUTICAL LIMITED;AYL 
STARBURST HOLDINGS LIMITED;40D 
STARBURST HOLDINGS LTD W210614;43MW
STARHILL GLOBAL REIT;P40U
STARHUB LTD;CC3 
STARLAND HOLDINGS LIMITED;5UA 
STI 2800 MB EPW170630;CDLW
STI 2850 MB ECW170630;CDJW
STI 2900 MB EPW170630;CDMW
STI 3050 MB ECW170630;CDKW
STI 3050 MB EPW170831;CFWW
STI 3250 MB EPW170831;CHAW
STI 3300 MB ECW170831;CFVW
STI 3500 MB ECW170831;CGZW
STI ETF;ES3 
STRACO CORPORATION LIMITED;S85 
STRAITS TRADING CO. LTD;S20 
SUNLIGHT GROUP HLDG LTD;5AI 
SUNMOON FOOD COMPANY LIMITED;AAJ 
SUNNINGDALE TECH LTD;BHQ 
SUNPOWER GROUP LTD.;5GD 
SUNRIGHT LTD;S71 
SUNRISE SHARES HOLDINGS LTD.;581 
SUNTAR ECO-CITY LIMITED;BKZ 
SUNTEC REAL ESTATE INV TRUST;T82U
SUNVIC CHEMICAL HOLDINGS LTD;A7S 
SUPER GROUP LTD.;S10 
SUTL ENTERPRISE LIMITED;BHU 
SWEE HONG LIMITED;QF6 
SWIBER HOLDINGS LIMITED;BGK 
SWING MEDIA TECHNOLOGY GRP LTD;BEV 
SWISSCO HOLDINGS LIMITED;ADP 
SYNGENTA ADR;PU9D
SYSMA HOLDINGS LIMITED;5UO 
TA CORPORATION LTD;PA3 
TA CORPORATION LTD W220520;CGOW
TAI SIN ELECTRIC LIMITED;500 
TALKMED GROUP LIMITED;5G3 
TAN CHONG INT'L LTD;T15 
TAT HONG HOLDINGS LTD;T03 
TAT SENG PACKAGING GROUP LTD;T12 
TECHCOMP (HOLDINGS) LIMITED;T43 
TECHNICS OIL & GAS LIMITED;5CQ 
TECKWAH INDUSTRIAL CORP LTD;561 
TEE INTERNATIONAL LIMITED;M1Z 
TEE LAND LIMITED;S9B 
TEHO INTERNATIONAL INC LTD.;5OQ 
TELECHOICE INTERNATIONAL LTD;T41 
THAI BEVERAGE PUBLIC CO LTD;Y92 
THAKRAL CORPORATION LTD;AWI 
THE HOUR GLASS LIMITED;AGS 
THE PLACE HOLDINGS LIMITED;E27 
THE STRATECH GROUP LIMITED;BRR 
THE TRENDLINES GROUP LTD.;42T 
TIANJIN ZHONG XIN PHARM GROUP;T14 
TIH LIMITED;T55 
TIONG SENG HOLDINGS LIMITED;BFI 
TIONG WOON CORP HOLDING LTD;BQM 
TLV HOLDINGS LIMITED;42L 
TMC EDUCATION CORPORATION LTD;586 
TOP GLOBAL LIMITED;BHO 
TOP GLOVE CORPORATION BHD;BVA 
TOSEI CORPORATION;S2D 
TOYOTA MOTOR ADR 10;N6FD
TPV TECHNOLOGY LIMITED;T18 
TRANSCORP HOLDINGS LIMITED;T19 
TRANSIT-MIXED CONCRETE LTD;570 
TRAVELITE HOLDINGS LTD.;BCZ 
TREK 2000 INT'L LTD;5AB 
TRITECH GROUP LIMITED;5G9 
TRITECH GROUP LIMITED W190329;5H7W
TRIYARDS HOLDINGS LIMITED;RC5 
TSH CORPORATION LIMITED;574 
TT INTERNATIONAL LIMITED;T09 
TTJ HOLDINGS LIMITED;K1Q 
TUAN SING HOLDINGS LIMITED;T24 
TUNG LOK RESTAURANTS 2000 LTD;540 
TYE SOON LTD;BFU 
UG HEALTHCARE CORPORATION LTD;41A 
UMS HOLDINGS LIMITED;558 
UNI-ASIA HOLDINGS LIMITED;AYF 
UNION STEEL HOLDINGS LIMITED;BLA 
UNITED ENGINEERS 7.5% CUM PREF;U05 
UNITED ENGINEERS LTD ORD;U04 
UNITED FOOD HOLDINGS LIMITED;AZR 
UNITED GLOBAL LIMITED;43P 
UNITED INDUSTRIAL CORP LTD;U06 
UNITED OVERSEAS AUSTRALIA LTD;EH5 
UNITED OVERSEAS BANK LTD;U11 
UNITED OVERSEAS INSURANCE LTD;U13 
UNITED SSE 50 CHINA ETF;JK8 
UNIVERSAL RESOURCE & SVCS LTD;BGO 
UNUSUAL LIMITED;1D1 
UOB MB ECW170605;BZYW
UOB MB ECW170703;CBFW
UOB MB ECW171016;CGVW
UOB MB ECW171030;CBSW
UOB MB ECW171101;CBRW
UOB MB EPW170605;BZZW
UOB MB EPW170703;CBGW
UOB MB EPW171002;CBQW
UOB MB EPW171016;CGUW
UOB-KAY HIAN HOLDINGS LIMITED;U10 
UOL GROUP LIMITED;U14 
UPL LIMITED GDR;BYS 
UPP HOLDINGS LIMITED;U09 
UPP HOLDINGS LIMITED W200212;CEGW
USP GROUP LIMITED;BRS 
VALLIANZ HOLDINGS LIMITED;545 
VALUEMAX GROUP LIMITED;T6I 
VALUETRONICS HOLDINGS LIMITED;BN2 
VARD HOLDINGS LIMITED;MS7 
VASHION GROUP LTD.;43J 
VENTURE CORPORATION LIMITED;V03 
VERSALINK HOLDINGS LIMITED;40N 
VIBRANT GROUP LIMITED;BIP 
VIBROPOWER CORPORATION LIMITED;BJD 
VICOM LTD;V01 
VICPLAS INTERNATIONAL LTD;569 
VIKING OFFSHORE AND MA W180425;5VOW
VIKING OFFSHORE AND MARINE LTD;557 
VIVA INDUSTRIAL TRUST;T8B 
WEE HUR HOLDINGS LTD.;E3B 
WEIYE HOLDINGS LIMITED;BMA 
WELSPUN CORP LIMITED GDR;O5J 
WHEELOCK PROPERTIES (S) LTD;M35 
WHITE ORCHID FUND;BBT 
WILLAS-ARRAY ELEC (HLDGS) LTD;BDR 
WILMAR INTERNATIONAL LIMITED;F34 
WILMAR MB ECW170703;BYTW
WILMAR MB ECW170710;CCCW
WILMAR MB ECW170925;CEFW
WILMAR MB EPW170703;BYUW
WILMAR MB EPW170710;CCDW
WILTON RESOURCES CORP LIMITED;5F7 
WING TAI HLDGS LTD;W05 
WONG FONG INDUSTRIES LIMITED;1A1 
WORLD PRECISION MACHINERY LTD;B49 
XMH HOLDINGS LTD.;BQF 
YAMADA GREEN RESOURCES LIMITED;BJV 
YANGI FUND;R8P 
YANGZIJIANG SHIPBLDG HLDGS LTD;BS6 
YANGZIJIANG SHIPBLDG HLDGS RMB;SO7 
YANLORD LAND GROUP LIMITED;Z25 
YEO HIAP SENG LTD;Y03 
YHI INTERNATIONAL LIMITED;BPF 
YING LI INTL REAL ESTATE LTD;5DM 
YOMA STRATEGIC HOLDINGS LTD;Z59 
YONGMAO HOLDINGS LIMITED;BKX 
YONGNAM HOLDINGS LIMITED;AXB 
YORKSHINE HOLDINGS LIMITED;MR8 
YOUNGONE CORPORATION GDR;RQ9 
YUUZOO CORPORATION LIMITED;AFC 
Z-OBEE HOLDINGS LIMITED;D5N 
ZHONGMIN BAIHUI RETAIL GRP LTD;5SR 
ZHONGXIN FRUIT AND JUICE LTD;5EG 
ZICO HOLDINGS INC.;40W 
ZIWO HOLDINGS LTD.;I9T 
