5LY;MARCO POLO MARINE LTD.        
M12;MARUWA CO. LTD                
5OX;MARY CHIA HOLDINGS LIMITED    
M15;MATEX INTERNATIONAL LIMITED   
5UF;MAXI-CASH FIN SVCS CORP LTD   
A27;MDR LIMITED                   
546;MEDTECS INTERNATIONAL CORP LTD
5DS;MEGACHEM LIMITED              
M30;MEGHMANI ORGANICS LIMITED     
5MS;MEMSTAR TECHNOLOGY LTD.       
BOL;MEMTECH INTERNATIONAL LTD     
5NF;MENCAST HOLDINGS LTD.         
EE6;MERCATOR LINES (SINGAPORE) LTD
5RF;MERCURIUS CAP INVESTMENT LTD  
DU4;MERMAID MARITIME PUBLIC CO LTD
5DX;METAL COMPONENT ENGG LTD      
5UQW;METAL COMPONENT ENGG W170908  
QG1;METECH INTERNATIONAL LIMITED  
42MW;METECH INTERNATIONAL W171005  
M01;METRO HOLDINGS LIMITED        
MV4;MEWAH INTERNATIONAL INC.      
M11;MFG INTEGRATION TECHNOLOGY LTD
5DD;MICRO-MECHANICS (HOLDINGS) LTD
5EN;MIDAS HLDGS LIMITED           
AWO;MIRACH ENERGY LIMITED         
M03;MIYOSHI LIMITED               
N6DD;MIZUHO FINANCIAL ADR 10       
1B0;MM2 ASIA LTD.                 
F3V;MMP RESOURCES LIMITED         
5WJ;MONEYMAX FINANCIAL SERVICESLTD
5WE;MOYA HOLDINGS ASIA LIMITED    
40U;MS HOLDINGS LIMITED           
5QR;MSM INTERNATIONAL LIMITED     
M05;MTQ CORPORATION LIMITED       
N5YD;MUFJ FINANCIAL ADR 10         
AWZ;MULTI-CHEM LIMITED            
MF6;MUN SIONG ENGINEERING LIMITED 
UE3W;MUN SIONG ENGINEERING W170908 
M20;MURATA MFG CO. LTD 100        
F86;MYP LTD.                      
AFWS;N215100F 171001               
R1LS;N513100T 180401               
T8GS;N514100H 191001               
AFVS;N515100S 200701               
BJJS;N516100Z 211001               
BZKS;N517100F 220401               
PH1S;NA12100N 420401               
BJGS;NA16100H 460301               
N4E;NAM CHEONG LIMITED            
G0I;NAM LEE PRESSED METAL INDS LTD
5IF;NATURAL COOL HOLDINGS LIMITED 
42D;NAUTICAWT LIMITED             
5UJ;NEO GROUP LIMITED             
N01;NERATELECOMMUNICATIONS LTD    
5QY;NET PACIFIC FIN HLDGS LTD     
K3MD;NETEASE ADR 10                
BMT;NEW SILKROUTES GROUP LIMITED  
BRHW;NEW SILKROUTES GROUP W190329  
N08;NEW TOYO INT HLDGS LTD        
5FX;NEW WAVE HOLDINGS LTD.        
B07;NEXT-GEN SATELLITE COMM LTD   
5GF;NICO STEEL HOLDINGS LIMITED   
CCOW;NIKKEI225 14000 MB EPW170609  
CCIW;NIKKEI225 15000 MB ECW170609  
CFXW;NIKKEI225 16000 MB ECW170908  
CCNW;NIKKEI225 16000 MB EPW170609  
CCJW;NIKKEI225 17000 MB ECW170609  
CGBW;NIKKEI225 17000 MB EPW170908  
CFYW;NIKKEI225 18000 MB ECW170908  
CCMW;NIKKEI225 18000 MB EPW170609  
CCLW;NIKKEI225 19000 MB ECW170609  
CGDW;NIKKEI225 19000 MB EPW170908  
CFZW;NIKKEI225 20000 MB ECW170908  
CCPW;NIKKEI225 20000 MB EPW170609  
CCKW;NIKKEI225 21000 MB ECW170609  
CGCW;NIKKEI225 21000 MB EPW170908  
CGAW;NIKKEI225 22000 MB ECW170908  
G3B;NIKKO AM SINGAPORE STI ETF    
CFA;NIKKOAM-STC ASIA_XJ REIT ETF  
N32;NIPPECRAFT LIMITED            
547;NOBEL DESIGN HOLDINGS LTD     
CGP;NOBLE GROUP LIMITED           
543;NOEL GIFTS INTERNATIONAL LTD  
N33;NOMURA HOLDINGS, INC          
MR7;NORDIC GROUP LIMITED          
N02;NSL LTD.                      
5HC;NTEGRATOR INTERNATIONAL LTD   
42VW;NTEGRATOR INTL LTD W181123    
N6ED;NTT DOCOMO ADR 10             
AZT;NUTRYFARM INTERNATIONAL LTD   
3UIS;NX09100W 190601               
OM0S;NX11100X 210601               
R1MS;NX13100H 230701               
AFUS;NX15100Z 250601               
BJHS;NX16100F 260601               
OM5S;NY03100A 180901               
6SUS;NY05100N 200901               
7PMS;NY07100X 220901               
3UJS;NY09100H 240901               
T8FS;NY14100E 290701               
7QQS;NZ07100S 270301               
OL9S;NZ10100F 300901               
R1NS;NZ13100V 330901               
BJIS;NZ16100X 360801               
CBHW;OCBC BK MB ECW171002          
CGMW;OCBC BK MB ECW171113          
CBIW;OCBC BK MB EPW171002          
CGWW;OCBC BK MB EPW171113          
GG0;OCBCCAPCORP(2008) 5.1%NCPS 100
1B6;OCEAN SKY INTERNATIONAL LTD   
579;OCEANUS GROUP LIMITED         
584;OEL (HOLDINGS) LIMITED        
S3N;OKH GLOBAL LTD.               
5CF;OKP HOLDINGS LIMITED          
O32;OLAM INTERNATIONAL LIMITED    
R9IW;OLAM INTERNATIONAL W180129    
5ML;OLD CHANG KEE LTD.            
ADJ;OLS ENTERPRISE LTD.           
UC9W;OLS ENTERPRISE LTD. W170825   
CFN;ONESTOXXASEAN FUND            
5FI;ORIENTAL GROUP LTD.           
O08;OSSIA INTERNATIONAL LTD       
TS0U;OUE COMMERCIAL REIT           
SK7;OUE HOSPITALITY TRUST         
LJ3;OUE LIMITED                   
AJ2;OUHUA ENERGY HOLDINGS LIMITED 
O39;OVERSEA-CHINESE BANKING CORP  
RQ1;OVERSEAS EDUCATION LIMITED    
5UX;OXLEY HOLDINGS LIMITED        
BTNZ;OXLEY MTN S$150M 5.15%B200518 
BJFZ;OXLEY MTN S$300M 5% B191105   
5UV;P99 HOLDINGS LIMITED          
U6C;PACC OFFSHORE SVCS HLDG LTD.  
P11;PACIFIC ANDES RESOURCES DEVLTD
P15;PACIFIC CENTURY REGIONAL DEVTS
T8V;PACIFIC RADIANCE LTD.         
1C5;PACIFIC STAR DEVELOPMENT LTD  
5EW;PAN ASIAN HOLDINGS LIMITED    
P36;PAN HONG HOLDINGS GROUP LTD   
AZY;PAN OCEAN CO., LTD.           
P52;PAN-UNITED CORPORATION LTD    
O9E;PARKSON RETAIL ASIA LIMITED   
C2PU;PARKWAYLIFE REIT              
596;PAVILLON HOLDINGS LTD.        
P19;PCI LIMITED                   
IX2;PEC LTD.                      
BTM;PENGUIN INTERNATIONAL LIMITED 
40S;PERENNIAL REAL ESTATE HLDGSLTD
BSKZ;PERENNIAL S$280M4.55%N200429  
BIOZ;PERENNIAL S$300M4.65%N181023  
K3OD;PETROCHINA ADR 10             
BFK;PHARMESIS INTERNATIONAL LTD.  
BYI;PHILLIP SGX APAC DIV REIT ETF 
BYJ;PHILLIP SGX APACDIV REIT ETFS$
AAI;PJSC GAZPROM GDR              
AYD;PLASTOFORM HOLDINGS LIMITED   
5PI;PLATO CAPITAL LIMITED         
BDA;PNE INDUSTRIES LTD            
P01;POH TIONG CHOON LOGISTICS LTD 
5BI;POLARIS LTD.                  
5AE;POLLUX PROPERTIES LTD.        
BCY;POWERMATIC DATA SYSTEMS LTD   
BVQ;PROCURRI CORPORATION LIMITED  
583;PROGEN HOLDINGS LTD           
K6S;PRUDENTIAL PLC                
5WD;PS GROUP HOLDINGS LTD.        
BLL;PSL HOLDINGS LTD              
B66;PT BERLIAN LAJU TANKER TBK    
QC7;Q & M DENTAL GROUP (S) LIMITED
Q01;QAF LTD                       
BCV;QIAN HU CORPORATION LIMITED   
KT9;QINGMEI GROUP HOLDINGS LIMITED
5I0;QT VASCULAR LTD.              
NR7;RAFFLES EDUCATION CORP LTD    
BSL;RAFFLES MEDICAL GROUP LTD     
K22;RAFFLES UNITED HOLDINGS LTD.  
R14;RAMBA ENERGY LIMITED          
BXLW;RAMBA ENERGY LIMITED W190918  
UV1;REGAL INTERNATIONAL GROUP LTD.
5DW;RENEWABLE ENERGY ASIA GRP LTD 
5MM;RESOURCES PRIMA GROUP LIMITED 
5WH;REX INTERNATIONAL HOLDING LTD 
T13;RH PETROGAS LIMITED           
RF1U;RHT HEALTH TRUST              
B1ZU;RICKMERS MARITIME             
AP4;RIVERSTONE HOLDINGS LIMITED   
R07;ROTARY ENGINEERING LIMITED    
A50;ROWSLEY LTD.                  
E8Z;ROXY-PACIFIC HOLDINGS LIMITED 
PU7D;ROYAL DUTCH SHELL A ADR 10    
BDN;RYOBI KISO HOLDINGS LTD.      
BAI;S I2I LIMITED                 
CDGW;S&P500 2000 MB EPW170915      
CDHW;S&P500 2100 MB EPW170616      
CDIW;S&P500 2200 MB EPW170616      
CFBW;S&P500 2200 MB EPW170915      
CDFW;S&P500 2250 MB ECW170616      
CDEW;S&P500 2350 MB ECW170616      
CDDW;S&P500 2500 MB ECW170915      
CFCW;S&P500 2550 MB ECW170616      
M1GU;SABANA SHARI'AH COMPLIANT REIT
T8JU;SAIZEN REAL ESTATE INV TRUST  
5DO;SAKAE HOLDINGS LTD.           
E6R;SAMKO TIMBER LIMITED          
S56;SAMUDERA SHIPPING LINE LTD    
1C3;SAMURAI 2K AEROSOL LIMITED    
S46;SAN TEH LIMITED               
580;SANTAK HOLDINGS LIMITED       
BRD;SAPPHIRE CORPORATION LIMITED  
U77;SARINE TECHNOLOGIES LTD       
S58;SATS LTD.                     
5PL;SBI OFFSHORE LIMITED          
S61;SBS TRANSIT LTD               
Q3JW;SECOND CHANCE PROP W170724    
CDWW;SECOND CHANCE PROP W200123    
528;SECOND CHANCE PROPERTIES LTD  
43B;SECURA GROUP LIMITED          
43CW;SECURA GROUP W190125          
U96;SEMBCORP INDUSTRIES LTD       
S51;SEMBCORP MARINE LTD           
5BS;SEN YUE HOLDINGS LIMITED      
S69;SERIAL SYSTEM LTD             
IW5;SEROJA INVESTMENTS LIMITED    
40R;SERRANO LIMITED               
AWM;SHANGHAI TURBO ENTERPRISES LTD
S07;SHANGRI-LA ASIA LIMITED       
5UE;SHC CAPITAL ASIA LIMITED      
OV8;SHENG SIONG GROUP LTD         
BJW;SHINVEST HOLDING LTD.         
566;SHS HOLDINGS LTD.             
AJHW;SHS HOLDINGS W191216          
S59;SIA ENGINEERING CO LTD        
BHK;SIIC ENVIRONMENT HOLDINGS LTD.
5CP;SILVERLAKE AXIS LTD           
B7K;SIN GHEE HUAT CORPORATION LTD.
BKA;SIN HENG HEAVY MACHINERY LTD  
A26;SINARMAS LAND LIMITED         
5UN;SINCAP GROUP LIMITED          
5IC;SING HOLDINGS LIMITED         
S35;SING INVESTMENTS & FINANCE LTD
C6L;SINGAPORE AIRLINES LTD        
40V;SINGAPORE EDEVELOPMENT LTD    
S68;SINGAPORE EXCHANGE LIMITED    
CELW;SINGAPORE EXCHANGEMBECW170904 
S45U;SINGAPORE INDEX FUND          
5WG;SINGAPORE KITCHEN EQUIPMENTLTD
5OT;SINGAPORE MEDICAL GROUP LTD   
Y45;SINGAPORE MYANMAR INVESTCO LTD
1D8;SINGAPORE O&G LTD.            
S08;SINGAPORE POST LIMITED        
T39;SINGAPORE PRESS HLDGS LTD     
S49;SINGAPORE REINSURANCE COR LTD 
S19;SINGAPORE SHIPPING CORP LTD   
S63;SINGAPORE TECH ENGINEERING LTD
S23;SINGAPURA FINANCE LTD         
5H0;SINGHAIYI GROUP LTD.          
Z74;SINGTEL                       
Z77;SINGTEL 10                    
BXNW;SINGTEL MB ECW170602          
CBAW;SINGTEL MB ECW171002          
BWZW;SINGTEL MB EPW170601          
CBBW;SINGTEL MB EPW171002          
5HH;SINJIA LAND LIMITED           
T4B;SINO GRANDNESS FOOD IND GP LTD
AD8;SINO TECHFIBRE LIMITED        
5EK;SINOCLOUD GROUP LIMITED       
K3DD;SINOPEC PETROCHEMICAL ADR 10  
X06;SINOPIPE HOLDINGS LIMITED     
C9Q;SINOSTAR PEC HOLDINGS LIMITED 
5CN;SINWA LIMITED                 
5LE;SITRA HOLDINGS (INTL) LIMITED 
5RE;SMARTFLEX HOLDINGS LTD        
40B;SMJ INTERNATIONAL HOLDINGSLTD.
SV3U;SOILBUILD BUSINESS SPACE REIT 
S7P;SOILBUILD CONSTRUCTION GRP LTD
BUPW;SOILBUILD CONSTRUCTION W210715
42G;SOO KEE GROUP LTD.            
5MD;SOON LIAN HOLDINGS LIMITED    
5KI;SOUP RESTAURANT GROUP LIMITED 
BQP;SOUTHERN PACKAGING GROUP LTD  
AWE;SP CORPORATION LIMITED        
40E;SPACKMAN ENTERTAINMENT GRP LTD
D07;SPDR DJIA ETF TRUST           
O87;SPDR GOLD SHARES              
S27;SPDR S&P 500 ETF TRUST        
SK6U;SPH REIT                      
564;SPINDEX INDUSTRIES LIMITED    
NC2;SRI TRANG AGRO-INDUSTRY PCL   
H07;STAMFORD LAND CORPORATION LTD 
S29;STAMFORD TYRES CORPORATIONLTD 
AYL;STAR PHARMACEUTICAL LIMITED   
40D;STARBURST HOLDINGS LIMITED    
43MW;STARBURST HOLDINGS LTD W210614
P40U;STARHILL GLOBAL REIT          
CC3;STARHUB LTD                   
5UA;STARLAND HOLDINGS LIMITED     
CDLW;STI 2800 MB EPW170630         
CDJW;STI 2850 MB ECW170630         
CDMW;STI 2900 MB EPW170630         
CDKW;STI 3050 MB ECW170630         
CFWW;STI 3050 MB EPW170831         
CHAW;STI 3250 MB EPW170831         
CFVW;STI 3300 MB ECW170831         
CGZW;STI 3500 MB ECW170831         
ES3;STI ETF                       
S85;STRACO CORPORATION LIMITED    
S20;STRAITS TRADING CO. LTD       
5AI;SUNLIGHT GROUP HLDG LTD       
AAJ;SUNMOON FOOD COMPANY LIMITED  
BHQ;SUNNINGDALE TECH LTD          
5GD;SUNPOWER GROUP LTD.           
S71;SUNRIGHT LTD                  
581;SUNRISE SHARES HOLDINGS LTD.  
BKZ;SUNTAR ECO-CITY LIMITED       
T82U;SUNTEC REAL ESTATE INV TRUST  
A7S;SUNVIC CHEMICAL HOLDINGS LTD  
S10;SUPER GROUP LTD.              
BHU;SUTL ENTERPRISE LIMITED       
QF6;SWEE HONG LIMITED             
BGK;SWIBER HOLDINGS LIMITED       
BEV;SWING MEDIA TECHNOLOGY GRP LTD
ADP;SWISSCO HOLDINGS LIMITED      
PU9D;SYNGENTA ADR                  
5UO;SYSMA HOLDINGS LIMITED        
PA3;TA CORPORATION LTD            
CGOW;TA CORPORATION LTD W220520    
500;TAI SIN ELECTRIC LIMITED      
5G3;TALKMED GROUP LIMITED         
T15;TAN CHONG INT'L LTD           
T03;TAT HONG HOLDINGS LTD         
T12;TAT SENG PACKAGING GROUP LTD  
T43;TECHCOMP (HOLDINGS) LIMITED   
5CQ;TECHNICS OIL & GAS LIMITED    
561;TECKWAH INDUSTRIAL CORP LTD   
M1Z;TEE INTERNATIONAL LIMITED     
S9B;TEE LAND LIMITED              
5OQ;TEHO INTERNATIONAL INC LTD.   
T41;TELECHOICE INTERNATIONAL LTD  
Y92;THAI BEVERAGE PUBLIC CO LTD   
AWI;THAKRAL CORPORATION LTD       
AGS;THE HOUR GLASS LIMITED        
E27;THE PLACE HOLDINGS LIMITED    
BRR;THE STRATECH GROUP LIMITED    
42T;THE TRENDLINES GROUP LTD.     
T14;TIANJIN ZHONG XIN PHARM GROUP 
T55;TIH LIMITED                   
BFI;TIONG SENG HOLDINGS LIMITED   
BQM;TIONG WOON CORP HOLDING LTD   
42L;TLV HOLDINGS LIMITED          
586;TMC EDUCATION CORPORATION LTD 
BHO;TOP GLOBAL LIMITED            
BVA;TOP GLOVE CORPORATION BHD     
S2D;TOSEI CORPORATION             
N6FD;TOYOTA MOTOR ADR 10           
T18;TPV TECHNOLOGY LIMITED        
T19;TRANSCORP HOLDINGS LIMITED    
570;TRANSIT-MIXED CONCRETE LTD    
BCZ;TRAVELITE HOLDINGS LTD.       
5AB;TREK 2000 INT'L LTD           
5G9;TRITECH GROUP LIMITED         
5H7W;TRITECH GROUP LIMITED W190329 
RC5;TRIYARDS HOLDINGS LIMITED     
574;TSH CORPORATION LIMITED       
T09;TT INTERNATIONAL LIMITED      
K1Q;TTJ HOLDINGS LIMITED          
T24;TUAN SING HOLDINGS LIMITED    
540;TUNG LOK RESTAURANTS 2000 LTD 
BFU;TYE SOON LTD                  
41A;UG HEALTHCARE CORPORATION LTD 
558;UMS HOLDINGS LIMITED          
AYF;UNI-ASIA HOLDINGS LIMITED     
BLA;UNION STEEL HOLDINGS LIMITED  
U05;UNITED ENGINEERS 7.5% CUM PREF
U04;UNITED ENGINEERS LTD ORD      
AZR;UNITED FOOD HOLDINGS LIMITED  
43P;UNITED GLOBAL LIMITED         
U06;UNITED INDUSTRIAL CORP LTD    
EH5;UNITED OVERSEAS AUSTRALIA LTD 
U11;UNITED OVERSEAS BANK LTD      
U13;UNITED OVERSEAS INSURANCE LTD 
JK8;UNITED SSE 50 CHINA ETF       
BGO;UNIVERSAL RESOURCE & SVCS LTD 
1D1;UNUSUAL LIMITED               
BZYW;UOB MB ECW170605              
CBFW;UOB MB ECW170703              
CGVW;UOB MB ECW171016              
CBSW;UOB MB ECW171030              
CBRW;UOB MB ECW171101              
BZZW;UOB MB EPW170605              
CBGW;UOB MB EPW170703              
CBQW;UOB MB EPW171002              
CGUW;UOB MB EPW171016              
U10;UOB-KAY HIAN HOLDINGS LIMITED 
U14;UOL GROUP LIMITED             
BYS;UPL LIMITED GDR               
U09;UPP HOLDINGS LIMITED          
CEGW;UPP HOLDINGS LIMITED W200212  
BRS;USP GROUP LIMITED             
545;VALLIANZ HOLDINGS LIMITED     
T6I;VALUEMAX GROUP LIMITED        
BN2;VALUETRONICS HOLDINGS LIMITED 
MS7;VARD HOLDINGS LIMITED         
43J;VASHION GROUP LTD.            
V03;VENTURE CORPORATION LIMITED   
40N;VERSALINK HOLDINGS LIMITED    
BIP;VIBRANT GROUP LIMITED         
BJD;VIBROPOWER CORPORATION LIMITED
V01;VICOM LTD                     
569;VICPLAS INTERNATIONAL LTD     
5VOW;VIKING OFFSHORE AND MA W180425
557;VIKING OFFSHORE AND MARINE LTD
T8B;VIVA INDUSTRIAL TRUST         
E3B;WEE HUR HOLDINGS LTD.         
BMA;WEIYE HOLDINGS LIMITED        
O5J;WELSPUN CORP LIMITED GDR      
M35;WHEELOCK PROPERTIES (S) LTD   
BBT;WHITE ORCHID FUND             
BDR;WILLAS-ARRAY ELEC (HLDGS) LTD 
F34;WILMAR INTERNATIONAL LIMITED  
BYTW;WILMAR MB ECW170703           
CCCW;WILMAR MB ECW170710           
CEFW;WILMAR MB ECW170925           
BYUW;WILMAR MB EPW170703           
CCDW;WILMAR MB EPW170710           
5F7;WILTON RESOURCES CORP LIMITED 
W05;WING TAI HLDGS LTD            
1A1;WONG FONG INDUSTRIES LIMITED  
B49;WORLD PRECISION MACHINERY LTD 
BQF;XMH HOLDINGS LTD.             
BJV;YAMADA GREEN RESOURCES LIMITED
R8P;YANGI FUND                    
BS6;YANGZIJIANG SHIPBLDG HLDGS LTD
SO7;YANGZIJIANG SHIPBLDG HLDGS RMB
Z25;YANLORD LAND GROUP LIMITED    
Y03;YEO HIAP SENG LTD             
BPF;YHI INTERNATIONAL LIMITED     
5DM;YING LI INTL REAL ESTATE LTD  
Z59;YOMA STRATEGIC HOLDINGS LTD   
BKX;YONGMAO HOLDINGS LIMITED      
AXB;YONGNAM HOLDINGS LIMITED      
MR8;YORKSHINE HOLDINGS LIMITED    
RQ9;YOUNGONE CORPORATION GDR      
AFC;YUUZOO CORPORATION LIMITED    
D5N;Z-OBEE HOLDINGS LIMITED       
5SR;ZHONGMIN BAIHUI RETAIL GRP LTD
5EG;ZHONGXIN FRUIT AND JUICE LTD  
40W;ZICO HOLDINGS INC.            
I9T;ZIWO HOLDINGS LTD.            
